timestamp,hour,temperature,humidity,occupancy,ventilation_on,appliance_load_kw,co2_ppm,comfort_index,smart_score,carbon_savings_kg,recommendation
2024-04-05 10:00:00,10,26.07,57.89,1,0,0.62,393.0,79.8,84.03,5.1152,Run only essential appliances
2024-04-05 11:00:00,11,25.81,49.24,0,0,-0.64,398.3,84.4,93.49,6.2744,Run only essential appliances
2024-04-05 12:00:00,12,25.09,50.77,2,0,0.31,404.9,87.3,88.11,5.4004,No action needed
2024-04-05 13:00:00,13,24.02,47.41,3,1,0.82,367.3,90.6,86.36,4.9312,No action needed
2024-04-05 14:00:00,14,23.5,46.65,4,1,1.32,355.3,92.3,83.82,4.4712,No action needed
2024-04-05 15:00:00,15,24.06,41.44,3,1,1.04,369.7,87.5,83.97,4.7288,No action needed
2024-04-05 16:00:00,16,22.92,39.66,3,1,1.07,378.2,91.1,84.73,4.7012,No action needed
2024-04-05 17:00:00,17,22.7,38.99,2,0,-0.38,464.1,91.7,93.01,6.0352,No action needed
2024-04-05 18:00:00,18,20.65,38.86,3,0,1.74,513.1,89.0,77.74,4.0847999999999995,No action needed
2024-04-05 19:00:00,19,17.2,41.97,4,0,2.73,494.1,76.8,67.96,3.174,Reduce appliance usage
2024-04-05 20:00:00,20,18.55,38.98,6,0,3.38,518.8,80.7,64.55,2.576,Reduce appliance usage
2024-04-05 21:00:00,21,15.47,41.68,0,0,1.42,427.8,69.7,75.3,4.3792,No action needed
2024-04-05 22:00:00,22,15.29,41.42,3,0,2.6,412.6,68.9,67.65,3.2935999999999996,Reduce appliance usage
2024-04-05 23:00:00,23,15.42,49.43,0,0,0.33,387.2,73.4,84.08,5.382,No action needed
2024-04-06 00:00:00,0,17.0,52.54,1,0,-0.26,405.5,78.7,89.21,5.924799999999999,No action needed
2024-04-06 01:00:00,1,18.28,51.93,1,0,-0.56,396.6,84.2,92.94,6.2008,No action needed
2024-04-06 02:00:00,2,16.28,54.4,0,0,-0.2,393.6,74.9,87.86,5.8696,No action needed
2024-04-06 03:00:00,3,16.28,57.98,1,0,0.63,482.8,73.1,80.61,5.106,No action needed
2024-04-06 04:00:00,4,18.03,61.61,1,0,0.43,413.3,78.3,84.51,5.29,No action needed
2024-04-06 05:00:00,5,19.59,60.48,0,0,-0.14,415.3,85.1,90.21,5.8144,No action needed
2024-04-06 06:00:00,6,19.68,58.6,0,0,0.62,375.2,86.4,86.28,5.1152,Run only essential appliances
2024-04-06 07:00:00,7,23.09,56.42,0,0,1.06,377.3,92.4,85.2,4.7104,Run only essential appliances
2024-04-06 08:00:00,8,22.73,56.43,2,0,0.96,412.3,93.9,85.77,4.8024,No action needed
2024-04-06 09:00:00,9,24.03,57.22,4,1,1.99,357.7,88.3,78.24,3.8547999999999996,No action needed
2024-04-06 10:00:00,10,25.0,53.69,5,1,0.75,445.0,86.2,84.33,4.9956,No action needed
2024-04-06 11:00:00,11,25.25,52.98,2,0,0.66,428.3,85.5,84.95,5.0784,No action needed
2024-04-06 12:00:00,12,25.84,48.89,2,0,0.34,417.1,84.1,86.77,5.3728,No action needed
2024-04-06 13:00:00,13,24.21,45.3,4,1,1.55,393.8,88.8,80.7,4.2596,No action needed
2024-04-06 14:00:00,14,23.77,42.65,3,1,0.28,363.1,89.2,89.5,5.428,No action needed
2024-04-06 15:00:00,15,22.44,46.05,4,1,1.18,431.0,96.3,84.79,4.6000000000000005,No action needed
2024-04-06 16:00:00,16,22.94,43.12,2,0,0.28,450.8,92.8,89.27,5.428,No action needed
2024-04-06 17:00:00,17,22.07,43.8,4,1,1.6,422.5,96.6,82.29,4.2136000000000005,No action needed
2024-04-06 18:00:00,18,20.46,41.08,2,0,1.85,405.1,89.4,78.77,3.9836,No action needed
2024-04-06 19:00:00,19,20.38,39.48,0,0,0.72,396.9,88.3,85.88,5.0232,No action needed
2024-04-06 20:00:00,20,17.49,43.99,3,0,2.63,481.8,79.0,69.45,3.266,Reduce appliance usage
2024-04-06 21:00:00,21,17.13,42.86,2,0,2.53,419.7,76.9,70.4,3.358,Reduce appliance usage
2024-04-06 22:00:00,22,14.58,45.44,1,0,1.36,422.8,68.0,75.26,4.434399999999999,No action needed
2024-04-06 23:00:00,23,14.78,47.33,1,0,0.64,384.6,69.8,81.03,5.0968,No action needed
2024-04-07 00:00:00,0,15.7,44.11,0,0,0.05,398.4,71.9,85.27,5.6396,No action needed
2024-04-07 01:00:00,1,16.02,55.8,0,0,0.05,356.1,73.2,86.29,5.6396,No action needed
2024-04-07 02:00:00,2,15.38,55.98,1,0,-0.79,396.8,70.5,90.31,6.4124,No action needed
2024-04-07 03:00:00,3,16.39,57.73,0,0,0.57,361.8,73.7,82.99,5.1612,No action needed
2024-04-07 04:00:00,4,15.98,58.54,1,0,0.48,413.3,71.6,82.17,5.244,No action needed
2024-04-07 05:00:00,5,18.35,59.99,0,0,0.14,415.7,80.4,86.98,5.5568,No action needed
2024-04-07 06:00:00,6,20.89,58.81,0,0,0.21,358.7,91.2,90.62,5.4924,Run only essential appliances
2024-04-07 07:00:00,7,21.87,60.89,0,0,0.12,414.2,94.0,91.21,5.5752,Run only essential appliances
2024-04-07 08:00:00,8,23.0,56.05,6,0,2.54,501.8,93.0,73.93,3.3487999999999998,Reduce appliance usage
2024-04-07 09:00:00,9,23.59,57.44,1,0,0.85,356.1,89.9,86.13,4.9036,Run only essential appliances
2024-04-07 10:00:00,10,24.34,56.12,2,0,0.37,462.6,87.6,86.95,5.3452,No action needed
2024-04-07 11:00:00,11,24.17,52.19,5,1,2.87,411.5,90.2,72.31,3.0452,Reduce appliance usage
2024-04-07 12:00:00,12,25.7,50.74,2,0,0.99,428.5,84.8,82.6,4.7748,No action needed
2024-04-07 13:00:00,13,25.25,45.43,4,1,2.18,405.8,84.7,75.21,3.6799999999999997,No action needed
2024-04-07 14:00:00,14,24.82,43.07,3,1,1.01,422.7,85.3,82.71,4.7564,No action needed
2024-04-07 15:00:00,15,23.01,43.4,3,1,0.96,363.3,92.7,86.15,4.8024,No action needed
2024-04-07 16:00:00,16,20.35,42.7,3,1,0.28,395.3,89.8,89.2,5.428,No action needed
2024-04-07 17:00:00,17,22.39,36.59,1,0,-0.59,370.9,91.7,95.77,6.2284,Run only essential appliances
2024-04-07 18:00:00,18,19.52,41.04,1,0,1.81,432.0,85.6,77.48,4.0203999999999995,No action needed
2024-04-07 19:00:00,19,17.84,39.25,4,0,2.53,494.0,78.0,69.61,3.358,Reduce appliance usage
2024-04-07 20:00:00,20,18.19,40.95,4,0,2.9,493.5,80.2,67.89,3.0176,Reduce appliance usage
2024-04-07 21:00:00,21,16.07,40.25,3,0,2.06,417.7,71.4,71.82,3.7903999999999995,No action needed
2024-04-07 22:00:00,22,16.73,43.3,1,0,2.16,403.4,75.6,72.65,3.6984,No action needed
2024-04-07 23:00:00,23,15.79,49.34,2,0,1.05,449.4,74.8,78.9,4.7196,No action needed
2024-04-08 00:00:00,0,15.68,50.07,2,0,1.47,437.8,74.7,76.33,4.3332,No action needed
2024-04-08 01:00:00,1,13.8,51.82,1,0,1.48,409.5,66.3,74.17,4.324,No action needed
2024-04-08 02:00:00,2,16.88,54.77,0,0,0.38,419.7,77.1,84.37,5.336,No action needed
2024-04-08 03:00:00,3,16.73,58.05,2,0,1.61,419.3,74.9,75.76,4.2044,No action needed
2024-04-08 04:00:00,4,17.13,59.54,1,0,0.52,408.1,75.8,83.25,5.2072,No action needed
2024-04-08 05:00:00,5,18.85,59.51,0,0,0.14,417.1,82.6,87.62,5.5568,No action needed
2024-04-08 06:00:00,6,18.22,62.19,1,0,-0.19,454.0,78.8,88.06,5.8604,Run only essential appliances
2024-04-08 07:00:00,7,21.7,61.6,1,0,0.35,428.9,93.0,89.2,5.3636,Run only essential appliances
2024-04-08 08:00:00,8,21.47,59.49,3,0,0.74,508.3,93.1,85.52,5.0047999999999995,No action needed
2024-04-08 09:00:00,9,22.18,57.18,1,0,-0.17,467.2,95.7,92.8,5.842,Run only essential appliances
2024-04-08 10:00:00,10,22.81,56.31,3,1,0.13,413.3,93.6,91.04,5.566,No action needed
2024-04-08 11:00:00,11,25.94,53.22,1,0,0.29,389.7,82.6,87.06,5.4188,Run only essential appliances
2024-04-08 12:00:00,12,24.37,52.12,1,0,-0.25,417.2,89.5,92.21,5.9156,Run only essential appliances
2024-04-08 13:00:00,13,26.36,49.21,3,1,0.83,364.1,82.2,83.83,4.922,No action needed
2024-04-08 14:00:00,14,23.79,42.96,4,1,1.6,350.0,89.3,81.18,4.2136000000000005,No action needed
2024-04-08 15:00:00,15,21.83,40.76,7,1,1.66,434.0,94.7,81.16,4.158399999999999,No action needed
2024-04-08 16:00:00,16,21.38,39.94,2,0,-0.02,419.3,92.5,91.59,5.704,No action needed
2024-04-08 17:00:00,17,22.53,42.29,3,1,0.23,350.0,94.0,91.46,5.473999999999999,No action needed
2024-04-08 18:00:00,18,19.84,36.85,2,0,1.76,408.2,84.8,77.93,4.0664,No action needed
2024-04-08 19:00:00,19,18.16,41.13,4,0,2.39,480.8,80.2,71.38,3.4867999999999997,No action needed
2024-04-08 20:00:00,20,17.66,42.06,1,0,1.14,471.0,78.7,79.17,4.6368,No action needed
2024-04-08 21:00:00,21,16.97,45.25,1,0,2.27,380.7,77.5,72.85,3.5972,No action needed
2024-04-08 22:00:00,22,16.79,45.36,0,0,1.78,437.1,76.8,74.96,4.048,No action needed
2024-04-08 23:00:00,23,16.62,44.73,2,0,-0.16,440.0,75.8,87.18,5.8328,No action needed
2024-04-09 00:00:00,0,14.64,48.08,0,0,-0.53,396.0,69.6,88.37,6.1732000000000005,No action needed
2024-04-09 01:00:00,1,13.84,50.22,1,0,0.72,394.9,67.2,79.58,5.0232,No action needed
2024-04-09 02:00:00,2,15.26,53.92,1,0,-0.35,406.7,71.1,87.49,6.0076,No action needed
2024-04-09 03:00:00,3,16.72,56.71,1,0,-0.18,412.3,75.5,87.63,5.8511999999999995,No action needed
2024-04-09 04:00:00,4,16.54,56.33,0,0,-0.1,422.0,75.0,86.82,5.7776,No action needed
2024-04-09 05:00:00,5,17.75,62.6,1,0,-0.08,415.4,76.7,87.3,5.7592,No action needed
2024-04-09 06:00:00,6,20.34,57.35,2,0,1.65,493.7,89.7,78.82,4.167599999999999,No action needed
2024-04-09 07:00:00,7,21.25,62.35,2,0,0.83,405.3,90.8,85.79,4.922,No action needed
2024-04-09 08:00:00,8,22.53,61.03,4,0,1.34,523.9,92.4,81.19,4.4528,No action needed
2024-04-09 09:00:00,9,22.78,58.87,4,1,1.18,358.6,92.4,84.7,4.6000000000000005,No action needed
2024-04-09 10:00:00,10,24.1,53.61,3,1,1.33,350.0,89.8,83.08,4.462,No action needed
2024-04-09 11:00:00,11,23.91,53.27,2,0,0.74,452.4,90.7,85.63,5.0047999999999995,No action needed
2024-04-09 12:00:00,12,25.89,47.45,4,1,0.95,350.0,83.2,83.56,4.811599999999999,No action needed
2024-04-09 13:00:00,13,25.86,49.23,6,1,0.98,467.3,84.2,81.91,4.784,No action needed
2024-04-09 14:00:00,14,22.48,44.85,3,1,0.58,356.5,95.5,89.55,5.152,No action needed
2024-04-09 15:00:00,15,22.61,42.11,7,1,1.93,443.6,93.6,78.93,3.91,No action needed
2024-04-09 16:00:00,16,21.0,38.89,3,1,1.14,360.8,90.4,84.33,4.6368,No action needed
2024-04-09 17:00:00,17,20.64,35.39,2,0,1.07,468.7,87.3,82.23,4.7012,No action needed
2024-04-09 18:00:00,18,19.92,37.92,2,0,2.1,415.6,85.6,75.85,3.7536,No action needed
2024-04-09 19:00:00,19,17.26,42.57,5,0,3.04,463.9,77.3,66.56,2.8888,Reduce appliance usage
2024-04-09 20:00:00,20,16.58,40.53,4,0,2.1,485.7,73.6,71.2,3.7536,No action needed
2024-04-09 21:00:00,21,15.46,42.59,0,0,1.07,396.2,70.1,78.16,4.7012,No action needed
2024-04-09 22:00:00,22,15.88,46.31,2,0,1.2,427.9,73.7,77.92,4.5816,No action needed
2024-04-09 23:00:00,23,15.24,51.02,1,0,-0.01,448.4,72.4,85.06,5.6948,No action needed
2024-04-10 00:00:00,0,14.28,52.65,1,0,0.46,409.4,67.8,81.22,5.2624,No action needed
2024-04-10 01:00:00,1,15.35,50.64,2,0,0.93,398.2,73.1,79.94,4.83,No action needed
2024-04-10 02:00:00,2,15.12,51.11,1,0,-0.04,509.5,71.9,84.19,5.7224,No action needed
2024-04-10 03:00:00,3,16.19,61.79,2,0,1.13,417.6,70.9,77.69,4.646,No action needed
2024-04-10 04:00:00,4,19.17,63.2,2,0,1.33,458.2,82.1,79.15,4.462,No action needed
2024-04-10 05:00:00,5,20.05,60.04,0,0,0.43,396.3,87.2,87.43,5.29,No action needed
2024-04-10 06:00:00,6,18.7,57.46,1,0,0.9,350.0,83.1,83.85,4.8576,Run only essential appliances
2024-04-10 07:00:00,7,22.12,61.59,0,0,-0.46,376.5,93.7,95.44,6.1088,Run only essential appliances
2024-04-10 08:00:00,8,23.31,58.44,3,0,0.18,453.9,90.5,89.18,5.5200000000000005,No action needed
2024-04-10 09:00:00,9,22.39,56.85,3,1,1.36,350.0,95.0,84.45,4.434399999999999,No action needed
2024-04-10 10:00:00,10,25.15,56.79,3,1,1.59,350.0,84.0,79.66,4.2228,No action needed
2024-04-10 11:00:00,11,26.37,53.26,2,0,1.43,421.2,80.9,78.7,4.37,No action needed
2024-04-10 12:00:00,12,23.88,47.63,1,0,-0.54,410.3,91.3,94.73,6.1824,Run only essential appliances
2024-04-10 13:00:00,13,23.91,46.76,1,0,0.33,458.3,90.7,88.2,5.382,Run only essential appliances
2024-04-10 14:00:00,14,25.35,46.32,2,0,0.03,432.6,84.8,88.76,5.6579999999999995,No action needed
2024-04-10 15:00:00,15,23.81,43.95,1,0,0.21,402.4,89.7,89.51,5.4924,Run only essential appliances
2024-04-10 16:00:00,16,23.05,41.86,4,1,1.62,406.9,91.7,80.92,4.1952,No action needed
2024-04-10 17:00:00,17,21.63,42.21,5,1,1.69,374.3,94.6,81.83,4.130800000000001,No action needed
2024-04-10 18:00:00,18,20.39,39.28,5,0,2.27,553.9,88.2,73.46,3.5972,No action needed
2024-04-10 19:00:00,19,17.38,40.7,2,0,2.01,417.7,76.9,73.79,3.8364000000000003,No action needed
2024-04-10 20:00:00,20,18.55,34.59,4,0,2.44,468.1,78.5,70.74,3.4408,No action needed
2024-04-10 21:00:00,21,17.63,42.03,3,0,2.86,452.8,78.5,68.25,3.0544,Reduce appliance usage
2024-04-10 22:00:00,22,15.44,46.53,1,0,1.44,438.3,72.0,75.71,4.3608,No action needed
2024-04-10 23:00:00,23,15.13,46.63,2,0,0.68,466.1,70.8,79.85,5.0600000000000005,No action needed
2024-04-11 00:00:00,0,13.47,49.07,3,0,0.74,469.5,65.4,77.79,5.0047999999999995,No action needed
2024-04-11 01:00:00,1,15.68,50.51,1,0,1.19,403.9,74.5,78.59,4.590800000000001,No action needed
2024-04-11 02:00:00,2,16.24,57.01,1,0,0.65,384.7,73.5,82.07,5.087599999999999,No action needed
2024-04-11 03:00:00,3,16.4,58.17,0,0,-0.06,410.5,73.5,86.28,5.740799999999999,No action needed
2024-04-11 04:00:00,4,18.62,60.31,0,0,-0.18,416.3,81.3,89.31,5.8511999999999995,No action needed
2024-04-11 05:00:00,5,18.37,56.21,0,0,-0.0,426.6,82.4,88.32,5.6856,No action needed
2024-04-11 06:00:00,6,20.56,59.68,0,0,1.09,360.1,89.4,84.36,4.6828,Run only essential appliances
2024-04-11 07:00:00,7,20.27,59.1,1,0,0.59,420.8,88.5,86.42,5.1428,Run only essential appliances
2024-04-11 08:00:00,8,22.48,58.1,4,0,1.36,443.0,94.0,82.75,4.434399999999999,No action needed
2024-04-11 09:00:00,9,23.36,55.84,3,1,1.24,364.4,91.6,83.99,4.5447999999999995,No action needed
2024-04-11 10:00:00,10,24.56,54.31,1,0,0.59,402.9,87.6,86.42,5.1428,Run only essential appliances
2024-04-11 11:00:00,11,24.46,54.29,6,1,2.13,399.1,88.0,76.63,3.726,No action needed
2024-04-11 12:00:00,12,24.87,46.17,1,0,0.64,459.3,86.6,84.95,5.0968,Run only essential appliances
2024-04-11 13:00:00,13,25.66,50.97,0,0,-0.49,433.8,84.9,92.13,6.1364,Run only essential appliances
2024-04-11 14:00:00,14,23.89,45.97,1,0,-0.35,426.3,90.4,92.99,6.0076,Run only essential appliances
2024-04-11 15:00:00,15,21.93,42.84,1,0,0.65,402.2,96.1,88.59,5.087599999999999,Run only essential appliances
2024-04-11 16:00:00,16,24.25,43.15,6,1,1.98,441.8,87.6,76.84,3.8639999999999994,No action needed
2024-04-11 17:00:00,17,22.68,37.44,3,1,0.63,387.0,91.0,87.42,5.106,No action needed
2024-04-11 18:00:00,18,18.71,38.67,2,0,1.76,439.4,81.2,76.38,4.0664,No action needed
2024-04-11 19:00:00,19,19.4,40.1,7,0,3.86,564.3,84.6,61.93,2.1344,Reduce appliance usage
2024-04-11 20:00:00,20,17.0,44.07,4,0,2.95,480.4,77.0,66.8,2.9715999999999996,Reduce appliance usage
2024-04-11 21:00:00,21,16.73,42.84,1,0,1.05,403.9,75.3,79.74,4.7196,No action needed
2024-04-11 22:00:00,22,15.96,45.9,0,0,1.52,409.0,73.8,76.17,4.2872,No action needed
2024-04-11 23:00:00,23,14.94,46.23,1,0,0.24,386.5,69.9,83.62,5.464799999999999,No action needed
2024-04-12 00:00:00,0,14.22,50.97,1,0,0.17,391.2,68.4,83.55,5.5292,No action needed
2024-04-12 01:00:00,1,14.48,55.94,0,0,-0.54,351.6,67.0,88.32,6.1824,No action needed
2024-04-12 02:00:00,2,14.75,56.99,0,0,-0.35,445.8,67.5,85.83,6.0076,No action needed
2024-04-12 03:00:00,3,15.63,56.91,3,0,0.74,444.1,71.1,79.88,5.0047999999999995,No action needed
2024-04-12 04:00:00,4,17.43,60.01,2,0,-0.33,479.4,76.7,87.95,5.9892,No action needed
2024-04-12 05:00:00,5,17.99,60.81,1,0,0.83,361.8,78.6,82.78,4.922,No action needed
2024-04-12 06:00:00,6,20.68,61.01,2,0,0.56,514.7,89.2,85.41,5.1704,No action needed
2024-04-12 07:00:00,7,22.78,61.88,0,0,-0.29,393.4,90.9,93.25,5.9524,Run only essential appliances
2024-04-12 08:00:00,8,21.92,60.87,2,0,0.09,448.7,94.2,90.95,5.6028,No action needed
2024-04-12 09:00:00,9,23.77,56.82,2,0,0.72,403.5,89.5,86.14,5.0232,No action needed
2024-04-12 10:00:00,10,24.83,56.28,1,0,-0.54,415.1,85.5,92.92,6.1824,Run only essential appliances
2024-04-12 11:00:00,11,25.3,51.82,3,1,1.26,350.0,85.9,82.36,4.5264,No action needed
2024-04-12 12:00:00,12,25.08,48.15,1,0,0.7,392.4,86.8,85.62,5.0416,Run only essential appliances
2024-04-12 13:00:00,13,25.57,46.87,4,1,0.87,370.7,84.2,84.07,4.8852,No action needed
2024-04-12 14:00:00,14,24.81,44.85,4,1,0.07,350.0,86.2,90.16,5.6212,No action needed
2024-04-12 15:00:00,15,22.3,39.61,4,1,0.9,438.3,93.6,85.68,4.8576,No action needed
2024-04-12 16:00:00,16,23.37,43.06,2,0,0.44,431.9,91.0,87.97,5.280799999999999,No action needed
2024-04-12 17:00:00,17,22.18,34.81,1,0,0.24,455.5,91.7,89.12,5.464799999999999,Run only essential appliances
2024-04-12 18:00:00,18,19.24,45.43,2,0,2.99,527.1,86.7,68.75,2.9347999999999996,Reduce appliance usage
2024-04-12 19:00:00,19,18.74,43.34,2,0,2.27,419.0,83.6,74.1,3.5972,No action needed
2024-04-12 20:00:00,20,18.18,40.82,5,0,3.85,510.7,80.1,61.45,2.1435999999999997,Reduce appliance usage
2024-04-12 21:00:00,21,16.26,42.95,3,0,2.8,474.3,73.5,66.81,3.1096,Reduce appliance usage
2024-04-12 22:00:00,22,16.74,45.61,1,0,2.0,382.3,76.8,74.36,3.8455999999999997,No action needed
2024-04-12 23:00:00,23,17.53,46.23,2,0,0.66,465.5,80.2,82.81,5.0784,No action needed
2024-04-13 00:00:00,0,14.21,50.39,1,0,-0.68,460.8,68.6,88.07,6.3111999999999995,No action needed
2024-04-13 01:00:00,1,13.79,52.3,1,0,-0.73,407.3,66.0,88.42,6.357200000000001,No action needed
2024-04-13 02:00:00,2,15.97,54.81,3,0,1.28,473.4,73.5,76.66,4.508,No action needed
2024-04-13 03:00:00,3,17.19,57.43,0,0,-0.04,403.7,77.0,87.3,5.7224,No action needed
2024-04-13 04:00:00,4,17.27,56.03,0,0,0.52,394.0,78.1,84.15,5.2072,No action needed
2024-04-13 05:00:00,5,20.16,59.74,0,0,-0.78,430.9,87.8,94.93,6.4032,No action needed
2024-04-13 06:00:00,6,18.66,60.33,1,0,0.46,399.4,81.5,85.48,5.2624,Run only essential appliances
2024-04-13 07:00:00,7,21.99,59.92,1,0,0.53,408.7,95.0,88.94,5.1979999999999995,Run only essential appliances
2024-04-13 08:00:00,8,21.89,58.23,1,0,-0.02,377.8,95.4,93.08,5.704,Run only essential appliances
2024-04-13 09:00:00,9,25.25,59.35,4,1,0.67,365.8,82.3,84.87,5.0692,No action needed
2024-04-13 10:00:00,10,26.32,54.29,5,1,0.98,428.9,80.6,81.4,4.784,No action needed
2024-04-13 11:00:00,11,24.06,53.04,3,1,0.55,356.5,90.2,88.15,5.1796,No action needed
2024-04-13 12:00:00,12,24.45,52.59,1,0,0.05,401.5,88.9,90.32,5.6396,Run only essential appliances
2024-04-13 13:00:00,13,25.69,47.25,3,1,0.59,350.0,83.9,86.1,5.1428,No action needed
2024-04-13 14:00:00,14,23.94,45.43,2,0,0.76,394.0,90.0,86.17,4.9864,No action needed
2024-04-13 15:00:00,15,23.49,42.74,5,1,1.43,359.3,90.4,82.47,4.37,No action needed
2024-04-13 16:00:00,16,22.53,43.81,3,1,0.27,361.5,94.8,91.27,5.437200000000001,No action needed
2024-04-13 17:00:00,17,19.37,39.83,2,0,0.87,493.9,84.4,82.28,4.8852,No action needed
2024-04-13 18:00:00,18,19.99,42.57,3,0,1.81,478.5,88.2,77.57,4.0203999999999995,No action needed
2024-04-13 19:00:00,19,18.02,40.13,1,0,1.62,416.2,79.1,77.0,4.1952,No action needed
2024-04-13 20:00:00,20,17.01,39.62,1,0,1.29,443.4,74.9,77.47,4.4988,No action needed
2024-04-13 21:00:00,21,17.91,44.29,1,0,1.45,404.3,80.8,78.79,4.3515999999999995,No action needed
2024-04-13 22:00:00,22,14.41,44.39,0,0,1.25,350.0,66.8,76.7,4.5356,No action needed
2024-04-13 23:00:00,23,15.98,48.65,0,0,-0.23,421.8,75.2,87.72,5.897200000000001,No action needed
2024-04-14 00:00:00,0,14.72,44.54,2,0,0.48,467.2,68.1,80.32,5.244,No action needed
2024-04-14 01:00:00,1,14.89,52.6,1,0,0.28,385.2,70.3,83.5,5.428,No action needed
2024-04-14 02:00:00,2,16.46,54.08,1,0,0.82,423.1,75.8,81.09,4.9312,No action needed
2024-04-14 03:00:00,3,16.8,54.94,1,0,-0.22,451.9,76.7,87.66,5.888,No action needed
2024-04-14 04:00:00,4,18.07,57.55,1,0,-1.15,378.4,80.5,95.92,6.743600000000001,No action needed
2024-04-14 05:00:00,5,19.67,58.51,1,0,-0.24,456.6,86.4,90.62,5.9064000000000005,No action needed
2024-04-14 06:00:00,6,19.67,59.9,1,0,0.84,446.3,85.7,83.58,4.9128,Run only essential appliances
2024-04-14 07:00:00,7,20.68,56.92,1,0,0.62,458.1,91.3,86.51,5.1152,Run only essential appliances
2024-04-14 08:00:00,8,21.41,59.29,3,0,0.5,521.7,93.0,86.84,5.2256,No action needed
2024-04-14 09:00:00,9,22.71,59.8,0,0,-0.19,374.7,92.3,93.3,5.8604,Run only essential appliances
2024-04-14 10:00:00,10,27.28,55.56,1,0,-0.7,444.9,76.1,90.69,6.3296,Run only essential appliances
2024-04-14 11:00:00,11,26.07,54.21,7,1,1.66,402.5,81.6,77.7,4.158399999999999,No action needed
2024-04-14 12:00:00,12,23.65,52.19,3,1,0.5,350.0,92.3,89.2,5.2256,No action needed
2024-04-14 13:00:00,13,23.51,49.88,2,0,0.97,497.6,93.9,84.43,4.793200000000001,No action needed
2024-04-14 14:00:00,14,24.81,48.74,7,1,2.01,462.7,88.1,76.48,3.8364000000000003,No action needed
2024-04-14 15:00:00,15,24.08,41.93,4,1,0.65,361.3,87.6,86.65,5.087599999999999,No action needed
2024-04-14 16:00:00,16,23.05,39.9,1,0,-0.41,392.9,90.8,94.0,6.0628,Run only essential appliances
2024-04-14 17:00:00,17,21.04,41.91,3,1,1.32,359.6,92.1,83.69,4.4712,No action needed
2024-04-14 18:00:00,18,19.87,41.42,2,0,2.02,417.1,87.2,76.83,3.8272000000000004,No action needed
2024-04-14 19:00:00,19,19.03,41.89,3,0,1.91,406.7,84.1,76.77,3.9284,No action needed
2024-04-14 20:00:00,20,17.59,45.12,10,0,4.98,596.2,79.9,52.79,1.1039999999999994,Reduce appliance usage
2024-04-14 21:00:00,21,14.25,42.95,1,0,2.16,380.7,65.5,69.96,3.6984,No action needed
2024-04-14 22:00:00,22,15.44,45.85,1,0,1.54,403.9,71.7,75.48,4.2688,No action needed
2024-04-14 23:00:00,23,14.32,45.45,2,0,-0.01,492.6,67.0,82.78,5.6948,No action needed
2024-04-15 00:00:00,0,15.18,54.27,3,0,1.62,446.0,70.6,74.0,4.1952,No action needed
2024-04-15 01:00:00,1,18.16,51.92,1,0,0.6,376.4,83.7,85.58,5.1336,No action needed
2024-04-15 02:00:00,2,16.04,54.38,1,0,0.22,439.8,74.0,84.18,5.4832,No action needed
2024-04-15 03:00:00,3,16.15,56.38,0,0,-0.63,404.2,73.4,90.03,6.2652,No action needed
2024-04-15 04:00:00,4,18.42,57.37,0,0,0.21,430.2,82.0,86.79,5.4924,No action needed
2024-04-15 05:00:00,5,19.19,58.2,0,0,-0.53,400.0,84.7,92.84,6.1732000000000005,No action needed
2024-04-15 06:00:00,6,20.42,58.95,1,0,0.6,421.1,89.2,86.56,5.1336,Run only essential appliances
2024-04-15 07:00:00,7,21.9,56.93,3,0,1.15,469.2,96.1,84.35,4.627599999999999,No action needed
2024-04-15 08:00:00,8,24.56,57.09,0,0,-0.36,437.3,86.2,91.63,6.0168,Run only essential appliances
2024-04-15 09:00:00,9,22.4,60.97,5,1,1.75,366.8,92.9,81.04,4.0756,No action needed
2024-04-15 10:00:00,10,24.8,56.47,2,0,0.35,471.9,85.6,86.34,5.3636,No action needed
2024-04-15 11:00:00,11,23.9,54.44,4,1,1.69,385.5,90.2,80.34,4.130800000000001,No action needed
2024-04-15 12:00:00,12,25.56,52.35,2,0,0.35,463.8,84.6,86.16,5.3636,No action needed
2024-04-15 13:00:00,13,23.91,51.08,3,1,1.24,350.0,91.8,84.26,4.5447999999999995,No action needed
2024-04-15 14:00:00,14,23.91,41.46,3,1,2.19,350.0,88.1,77.01,3.6708,No action needed
2024-04-15 15:00:00,15,23.24,40.47,8,1,1.99,410.2,90.3,78.06,3.8547999999999996,No action needed
2024-04-15 16:00:00,16,23.48,39.73,5,1,0.8,379.6,88.9,85.8,4.9496,No action needed
2024-04-15 17:00:00,17,22.21,39.4,7,1,2.13,434.4,93.9,77.87,3.726,No action needed
2024-04-15 18:00:00,18,18.75,39.4,3,0,2.64,421.0,81.7,71.11,3.2567999999999997,Reduce appliance usage
2024-04-15 19:00:00,19,18.76,39.45,2,0,1.66,419.1,81.8,77.51,4.158399999999999,No action needed
2024-04-15 20:00:00,20,16.79,41.78,4,0,2.64,489.0,75.0,68.08,3.2567999999999997,Reduce appliance usage
2024-04-15 21:00:00,21,15.21,43.0,0,0,1.09,430.1,69.3,77.28,4.6828,No action needed
2024-04-15 22:00:00,22,15.45,43.55,2,0,1.32,437.2,70.6,76.08,4.4712,No action needed
